paper_type,revenue,returned_at,review,shipping_address,shipping_latitude,shipping_longitude,shipping_mode,order_id,purchased_at,status,cancelled_at,product_id,product_name,price,discount,shipping_cost,quantity,business_size,payment_cycle,account_id,account_name,order_contact_name,order_contact_email,account_manager,days_to_close,shipping_city,shipping_state,shipping_zip,shipping_region,days_to_ship,reviewed_at,rating,index,Sentimental Analysis
Multipurpose,138005.4,,Decent company. Wish they expanded their product offering.,86687 Manufacturers Terrace,41.093003,-80.626397,REGULAR,0ec83668-83d8-40f1-876e-af2fc102336e,24-12-2021 14:27,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,60,1861,ANNUAL,60906229fc13ae0a6b000161,"Friesen, Torphy and Keebler",Sandy Ostrich,sandy@friesen.com,Ryan Howard,42,North Alice,IN,44506,Midwest,5,20-01-2022 19:01,3,9,Positive
Multipurpose,4619.3,,Decent company. Wish they expanded their product offering.,22692 Mendota Center,44.241936,-73.194663,REGULAR,256956b6-23b7-4e23-b470-8062b2b62e00,03-05-2021 01:16,COMPLETED,,3R02047,"Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",65.99,15.18,,70,479,WEEK,60906229fc13ae0a6b00009c,Mann PLC,Butch Dog,butch@mann.com,Dwight Schrute,148,Yasminemouth,AL,5473,South,7,20-05-2021 02:14,3,8,Positive
Multipurpose,92003.6,,Decent company. Wish they expanded their product offering.,3 Hanover Way,43.044371,-78.777335,REGULAR,368cf9f7-38a9-475e-9bb0-bb6269af8860,15-03-2021 03:38,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,40,4654,ANNUAL,60906229fc13ae0a6b0000bb,Johnson-Windler,Static Squirrel,static@johnson-windler.com,Michael Scott,143,Cruickshankmouth,HI,14252,West,8,09-04-2021 20:55,3,6,Positive
Cardstock,627.3,,Decent company. Wish they expanded their product offering.,6726 Golf Course Avenue,44.956026,-93.08268,EXPRESS,45e70e54-731b-44e0-a59a-6d83d1aa0372,13-12-2021 08:07,COMPLETED,,91335,"Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",3.69,,100,170,209,MONTH,60906229fc13ae0a6b0003e4,"Shanahan, Reinger and Ryan",Biff Hippo,biff@shanahan.com,Stanley Hudson,92,Port Zacherymouth,UT,55274,West,5,23-12-2021 22:17,3,4,Positive
Multipurpose,8719.2,,Decent company. Wish they expanded their product offering.,92 Thackeray Park,44.151687,-68.465212,REGULAR,476ecaf5-c9ea-4920-b0c6-a9c4a5212063,28-03-2021 04:44,COMPLETED,,NMP1124,"Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",108.99,,,80,281,BIWEEK,60906229fc13ae0a6b0002c0,Hammes and Sons,Rod Mouse,rod@hammes.com,Kevin Malone,47,Barrowsfort,OH,4685,Midwest,3,13-04-2021 09:32,3,14,Positive
Multipurpose,391015.3,,Decent company. Wish they expanded their product offering.,72421 Myrtle Alley,37.11972,-93.309724,REGULAR,4ad7017a-2ebd-4387-8da1-9960cbe1b343,03-11-2021 23:01,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,170,1477,WEEK,60906229fc13ae0a6b000262,Gusikowski Inc,Bonbon Rabbit,bonbon@gusikowski.com,Meredith Palmer,42,Gardnerberg,TX,65817,South,5,15-11-2021 03:49,3,12,Positive
Kraft Roll,6408,,Decent company. Wish they expanded their product offering.,487 Pleasure Junction,36.137283,-103.123139,EXPRESS,4de157c8-bc65-4dd9-ab6e-5873e42ce5ef,05-01-2021 23:09,COMPLETED,,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,1.42,100,180,692,BIWEEK,60906229fc13ae0a6b000374,Hintz Ltd,Nibbles Squirrel,nibbles@hintz.com,Stanley Hudson,142,Port Kole,IN,88481,Midwest,3,05-02-2021 01:33,3,10,Positive
Multipurpose,288480,,Decent company. Wish they expanded their product offering.,179 Alpine Trail,37.716107,-77.201511,REGULAR,4f052a19-2c2d-4a13-92b4-6c6759ac20b6,22-10-2021 09:44,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,,160,875,WEEK,60906229fc13ae0a6b0002a3,"Fay, Hirthe and Durgan",Chadder Mouse,chadder@fay.com,Dwight Schrute,11,Nicholausmouth,GA,23107,South,5,19-11-2021 14:32,3,11,Positive
Multipurpose,360600,,Decent company. Wish they expanded their product offering.,41 Waubesa Avenue,45.088669,-118.882506,EXPRESS,54bf759c-0f63-4be2-90dc-ea01faf2db9a,30-11-2021 06:41,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,100,200,87,MONTH,60906229fc13ae0a6b000219,Romaguera Ltd,Gloria Duck,gloria@romaguera.com,Phyllis Vance,121,Gagemouth,FL,97881,South,4,18-12-2021 11:43,3,12,Positive
Copy,201460,,Decent company. Wish they expanded their product offering.,13206 Buena Vista Avenue,38.904902,-79.395514,EXPRESS,63935d46-74bd-454f-95f9-edd6e18d782d,23-02-2021 17:07,COMPLETED,,324791-LQO,"Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",1439,,100,140,898,WEEK,60906229fc13ae0a6b0003ab,Jones Group,Phil Ostrich,phil@jones.com,Phyllis Vance,101,South Torranceburgh,LA,26936,South,3,19-03-2021 00:19,3,11,Positive
Multipurpose,2639.6,,Decent company. Wish they expanded their product offering.,568 Autumn Leaf Way,40.627601,-109.480061,REGULAR,668ac66d-4768-4e20-a514-67f0482ffe71,21-08-2021 23:45,COMPLETED,,3R02047,"Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",65.99,13.2,,40,346,WEEK,60906229fc13ae0a6b00018f,Bode LLC,Grizzly Bear,grizzly@bode.com,Dwight Schrute,136,Raynorview,ME,84078,Northeast,3,06-09-2021 04:47,3,9,Positive
Printer,659.5,,Decent company. Wish they expanded their product offering.,1 Iowa Junction,43.045865,-90.820473,REGULAR,be4f4dfc-b50f-44c6-a9d3-2f159dbeffd3,08-01-2021 17:51,COMPLETED,,20270,"Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",13.19,,,50,73,MONTH,60906229fc13ae0a6b0001fc,Greenholt-Hamill,Vic Bull,vic@greenholt-hamill.com,Erin Hannon,18,West Aaliyah,FL,53873,South,5,25-01-2021 12:05,3,12,Positive
Multipurpose,10946.6,,Decent company. Wish they expanded their product offering.,72546 Mitchell Circle,42.811821,-103.330405,REGULAR,c28048de-9f40-4d9e-945c-ceed40a6e13e,08-04-2021 15:26,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,,140,850,WEEK,60906229fc13ae0a6b0000a3,Rau LLC,Twiggy Bird,twiggy@rau.com,Ryan Howard,95,South Devantemouth,WA,69732,West,10,22-04-2021 07:45,3,10,Positive
Multipurpose,1979.7,,Decent company. Wish they expanded their product offering.,90571 Canary Drive,43.022478,-87.976072,REGULAR,c32d1238-7eb1-41de-9a33-18f5b12135e7,10-04-2021 06:43,COMPLETED,,3R02047,"Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",65.99,15.84,,30,209,WEEK,60906229fc13ae0a6b000111,Parker-Rosenbaum,Chow Bear,chow@parker-rosenbaum.com,Dwight Schrute,8,Francisland,PA,53361,Northeast,2,28-04-2021 10:19,3,9,Positive
Kraft Roll,712,,Decent company. Wish they expanded their product offering.,0421 Daystar Terrace,31.520809,-91.899171,EXPRESS,db967357-477d-4314-945e-8010a3bf8806,23-12-2021 11:59,COMPLETED,,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,3.92,100,20,488,ANNUAL,60906229fc13ae0a6b00039c,Hand-Lemke,Static Squirrel,static@hand-lemke.com,Kevin Malone,87,Huldaside,MI,71343,Midwest,3,08-01-2022 10:04,3,6,Positive
Kraft Roll,11998,,Decent company. Wish they expanded their product offering.,431 Maple Center,39.37566,-75.887993,EXPRESS,e79099e6-44a5-4ce7-bec9-aa5a3dfafa56,23-10-2021 21:01,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,10.8,100,200,797,BIWEEK,60906229fc13ae0a6b00006a,"Gulgowski, Hammes and Wisozk",Tutu Bear,tutu@gulgowski.com,Ryan Howard,61,Westton,WA,21943,West,5,09-11-2021 23:53,3,11,Positive
Kraft Roll,9598.4,,Decent company. Wish they expanded their product offering.,41621 Linden Plaza,34.139526,-80.888209,REGULAR,fda0f644-dfb7-4287-bad8-5b4fed66dffd,13-05-2021 03:21,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,4.8,,160,644,BIWEEK,60906229fc13ae0a6b000011,Senger-Bednar,Rhonda Rhino,rhonda@senger-bednar.com,Michael Scott,50,Jacobsmouth,TX,29251,South,7,07-06-2021 02:09,3,6,Positive
Copy,115120,,Didn't like the particular product we purchased. Will try another one!,3 Warner Avenue,40.697483,-74.169902,EXPRESS,680ff898-2786-4b54-a9aa-e45a0b6ccfd0,10-07-2021 15:02,COMPLETED,,324791-LQO,"Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",1439,,100,80,187,BIWEEK,60906229fc13ae0a6b000171,Morar-Crooks,Big Top Elephant,big top@morar-crooks.com,Dwight Schrute,5,Mrazstad,CO,7123,West,7,24-07-2021 01:21,2,2,Neutral
Kraft Roll,1780,,Didn't like the particular product we purchased. Will try another one!,9265 Lien Pass,39.647433,-84.170598,REGULAR,897266a6-cc68-4ca9-b6f7-7520b676acfe,04-07-2021 03:18,COMPLETED,,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,6.76,,50,989,ANNUAL,60906229fc13ae0a6b0003b6,Kunde Ltd,Soleil Hamster,soleil@kunde.com,Dwight Schrute,38,Cloydfort,WA,45480,West,10,03-08-2021 12:26,2,10,Neutral
Multipurpose,13857.9,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",99 Rowland Court,36.758474,-94.054314,EXPRESS,0436202f-7e4b-4807-b67f-7b7ed40f4d46,12-07-2021 12:56,COMPLETED,,3R02047,"Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",65.99,3.96,100,210,799,BIWEEK,60906229fc13ae0a6b00003b,Wilderman-Strosin,Tammi Monkey,tammi@wilderman-strosin.com,Dwight Schrute,139,Lake Demetrisport,KY,64970,South,3,22-07-2021 15:20,4,7,Positive
Printer,2126.4,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",97965 Blaine Parkway,41.285469,-75.896388,EXPRESS,084497f9-f967-4c69-8b89-aba5693f6497,19-03-2021 03:23,COMPLETED,,191259,"JAM Paper Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",13.29,,100,160,942,WEEK,60906229fc13ae0a6b0001ce,Kuhlman-Hintz,Vesta Sheep,vesta@kuhlman-hintz.com,Andy Bernard,146,Irmaside,FL,18790,South,3,12-04-2021 13:28,4,1,Positive
Multipurpose,8600.9,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",296 Ridgeview Way,44.473735,-73.19561,EXPRESS,290ea6df-94dc-4ce8-8cc6-c218916fa034,19-06-2021 19:01,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,100,110,536,BIWEEK,60906229fc13ae0a6b000157,Aufderhar Inc,Spike Rhino,spike@aufderhar.com,Dwight Schrute,56,Vancefurt,AL,5405,South,4,03-07-2021 10:52,4,5,Positive
Kraft Roll,1199.8,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",032 Transport Trail,46.895385,-96.807848,REGULAR,2ecd8b14-c014-4711-9807-aec3d59e0e73,03-06-2021 20:02,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,6.6,,20,711,ANNUAL,60906229fc13ae0a6b000083,Brown-Koch,Bonbon Rabbit,bonbon@brown-koch.com,Creed Patton,107,Lake Maia,MI,58130,Midwest,5,15-06-2021 04:12,4,8,Positive
Printer,1860.6,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",0610 Reindahl Lane,40.734708,-95.156343,REGULAR,38191650-9275-40bf-b936-7c8a7d8ceb06,30-11-2021 15:24,COMPLETED,,191259,"JAM Paper Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",13.29,,,140,637,BIWEEK,60906229fc13ae0a6b0001e4,"Oberbrunner, Rolfson and Considine",Prince Frog,prince@oberbrunner.com,Andy Bernard,69,South Malinda,HI,51990,West,9,17-12-2021 08:12,4,5,Positive
Cardstock,18907.9,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",77 Clemons Plaza,35.571971,-82.614729,REGULAR,40473c8b-aec3-4bc6-b436-53c09db3e3ed,15-09-2021 19:38,COMPLETED,,3R11458,"Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",171.89,10.31,,110,3438,ANNUAL,60906229fc13ae0a6b000070,"Green, Mante and Ritchie",Chow Bear,chow@green.com,Kevin Malone,103,Port Urban,NY,28893,Northeast,3,16-10-2021 00:41,4,4,Positive
Multipurpose,161006.3,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",70536 Holy Cross Plaza,39.589695,-84.558089,EXPRESS,541393e4-66ef-46d2-9447-02592e3ec1e2,30-07-2021 12:50,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,100,70,2258,ANNUAL,60906229fc13ae0a6b0002b2,Windler and Sons,Monty Monkey,monty@windler.com,Dwight Schrute,60,New Janismouth,TN,45097,South,3,18-08-2021 18:06,4,2,Positive
Multipurpose,19618.2,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",5 Daystar Junction,39.834292,-75.228355,REGULAR,555086b2-2485-4a18-ae68-ba63cb3e4975,13-02-2021 19:32,COMPLETED,,NMP1124,"Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",108.99,,,180,824,BIWEEK,60906229fc13ae0a6b000172,"Labadie, Emard and Gusikowski",Carmen Rabbit,carmen@labadie.com,Andy Bernard,108,Schulistland,FL,8066,South,6,14-03-2021 19:03,4,2,Positive
Cardstock,3437.8,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",010 Memorial Circle,43.011068,-83.794875,REGULAR,5f8ff964-0ef2-43b5-902a-2957a7adf065,13-11-2021 17:01,COMPLETED,,3R11458,"Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",171.89,6.88,,20,4897,ANNUAL,60906229fc13ae0a6b0001e5,Grant-Crist,Cube Penguin,cube@grant-crist.com,Michael Scott,48,South Fletatown,ME,48540,Northeast,2,30-11-2021 08:22,4,11,Positive
Multipurpose,3127.6,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",7902 Fairview Center,34.149588,-118.489708,REGULAR,6661424a-c322-4859-b257-f4a3e135c352,08-08-2021 13:20,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,,40,324,WEEK,60906229fc13ae0a6b0003be,Jerde-Hand,Rowan Tiger,rowan@jerde-hand.com,Creed Patton,90,East Eleonore,WA,91440,West,8,23-08-2021 04:56,4,6,Positive
Multipurpose,234390,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",04 Transport Hill,44.311313,-88.24431,EXPRESS,821a399f-de55-4d1b-b548-8233a6308361,21-04-2021 18:15,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,100,130,227,MONTH,60906229fc13ae0a6b0000ef,Rolfson-Greenfelder,Paula Bear,paula@rolfson-greenfelder.com,Andy Bernard,143,Gottliebberg,AL,54133,South,4,14-05-2021 05:03,4,15,Positive
Multipurpose,3959.4,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",08781 3rd Street,41.790684,-76.355747,EXPRESS,9f1d45ea-3ae8-4b47-b6ff-6aabd991288e,13-05-2021 23:53,COMPLETED,,3R02047,"Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",65.99,3.96,100,60,810,ANNUAL,60906229fc13ae0a6b000168,"Daugherty, Kreiger and Hansen",Sterling Eagle,sterling@daugherty.com,Phyllis Vance,51,Jaskolskifurt,KS,18857,Midwest,1,13-06-2021 19:05,4,1,Positive
Multipurpose,414016.2,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",778 Elka Trail,39.842678,-79.899964,EXPRESS,a0245ff7-e45a-4cda-89e0-8d21c2e1bd3a,03-10-2021 16:14,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,100,180,1867,ANNUAL,60906229fc13ae0a6b0001d7,"Hilpert, Schaden and Lind",Julia Ostrich,julia@hilpert.com,Erin Hannon,21,South Adrienne,WV,15461,South,3,20-10-2021 01:07,4,14,Positive
Kraft Roll,6052,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",1 Pawling Street,36.432843,-78.05017,REGULAR,a24d7dd4-1bf5-43db-9da8-b5be4897d5ec,17-07-2021 06:05,COMPLETED,,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,7.12,,170,286,MONTH,60906229fc13ae0a6b0000e3,"Kertzmann, Dooley and Konopelski",Gala Pig,gala@kertzmann.com,Dwight Schrute,58,Port Libbie,NV,27552,West,9,27-07-2021 22:10,4,12,Positive
Kraft Roll,7120,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",88746 Ruskin Hill,42.811821,-103.330405,REGULAR,b050e8a8-66ee-461d-8e1e-02212e7a0fa8,05-09-2021 14:44,COMPLETED,,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,1.78,,200,508,BIWEEK,60906229fc13ae0a6b000154,Hansen-Pagac,Gwen Penguin,gwen@hansen-pagac.com,Dwight Schrute,62,Ebertland,MT,69806,West,8,24-09-2021 11:08,4,7,Positive
Cardstock,774.9,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",66477 Cherokee Drive,41.156796,-111.965799,REGULAR,c1214812-6444-4561-bf72-52abdd868507,09-03-2021 19:19,COMPLETED,,91335,"Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",3.69,,,210,185,MONTH,60906229fc13ae0a6b0002fc,Wiegand-O'Hara,Mathilda Kangaroo,mathilda@wiegand-ohara.com,Angela Martin,24,South Yvonneside,NJ,84409,Northeast,2,04-04-2021 04:26,4,5,Positive
Cardstock,184.5,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",34262 Fremont Junction,32.673313,-80.765932,EXPRESS,c9cfda1c-61b3-4e56-9bcc-d255c49e38c6,17-03-2021 15:50,COMPLETED,,91335,"Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",3.69,,100,50,767,ANNUAL,60906229fc13ae0a6b0002e0,Little LLC,Chrissy Rabbit,chrissy@little.com,Stanley Hudson,56,Halvorsonland,DE,29967,South,5,15-04-2021 02:09,4,12,Positive
Cardstock,13751.2,,"Docking one star because they could have better selections and offers. Otherwise, I love Dundler Mifflin and see ourselves becoming repeat customers!",482 Londonderry Plaza,39.025896,-95.72227,REGULAR,fcf71226-0e6f-4ac6-afff-19b90c431cb3,24-12-2021 21:47,COMPLETED,,3R11458,"Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",171.89,12.03,,80,1133,ANNUAL,60906229fc13ae0a6b000116,Bernhard-Oberbrunner,Kody Cub,kody@bernhard-oberbrunner.com,Stanley Hudson,41,Bednarborough,KS,66675,Midwest,3,15-01-2022 09:32,4,5,Positive
Multipurpose,437017.1,,Excellent,5150 Judy Junction,38.815789,-77.154271,REGULAR,068e0312-66bb-432a-bab0-e2116daf9afd,23-03-2021 06:52,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,190,3589,ANNUAL,60906229fc13ae0a6b00003f,"Rogahn, Beahan and Fritsch",Egbert Chicken,egbert@rogahn.com,Andy Bernard,105,Lake Curtfurt,AZ,22313,West,10,15-04-2021 21:45,5,1,Positive
Multipurpose,126210,,Excellent,3081 Lillian Road,37.259634,-83.577025,EXPRESS,160ee3ec-23fc-4737-b3f4-dc1565bba7af,05-03-2021 00:08,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,100,70,750,ANNUAL,60906229fc13ae0a6b0003d3,"Rolfson, Klein and Konopelski",Elmer Horse,elmer@rolfson.com,Oscar Martinez,6,North Olga,WV,40973,South,4,25-03-2021 14:17,5,14,Positive
Multipurpose,5279.2,,Excellent,519 Ludington Park,32.094109,-111.349265,REGULAR,2d1d4293-198e-4f0b-bccd-ed6579d92179,17-08-2021 21:55,COMPLETED,,3R02047,"Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",65.99,10.56,,80,986,ANNUAL,60906229fc13ae0a6b0002c1,Bode-Abbott,Leopold Lion,leopold@bode-abbott.com,Pam Beesly,111,Port Titostad,MI,85735,Midwest,4,10-09-2021 10:39,5,13,Positive
Multipurpose,13078.8,,Excellent,26160 Dovetail Plaza,39.678464,-75.752273,REGULAR,32258458-f9e2-4d45-90b8-42eed187549a,27-08-2021 11:43,COMPLETED,,NMP1124,"Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",108.99,,,120,92,MONTH,60906229fc13ae0a6b0001b6,Metz LLC,Derwin Duck,derwin@metz.com,Stanley Hudson,26,New Zackbury,NY,19718,Northeast,3,10-09-2021 10:46,5,8,Positive
Multipurpose,324540,,Excellent,82283 Katie Street,38.259262,-94.300276,EXPRESS,3f99bcd8-e8ea-4293-9d2c-8f2a9cb587f3,21-02-2021 11:58,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,100,180,586,BIWEEK,60906229fc13ae0a6b0003a9,Beier-Nitzsche,Katt Cat,katt@beier-nitzsche.com,Angela Martin,148,Lake Haylie,OR,64731,West,5,04-03-2021 22:46,5,4,Positive
Printer,1978.5,,Excellent,0 Alpine Circle,38.955565,-94.679875,EXPRESS,400280c2-d8f9-410b-9411-ff4f6b1173bf,03-11-2021 03:45,COMPLETED,,20270,"Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",13.19,,100,150,318,BIWEEK,60906229fc13ae0a6b0001da,"Blanda, Gleason and Smitham",Poncho Cub,poncho@blanda.com,Oscar Martinez,90,Noetown,TX,66212,South,3,28-11-2021 09:59,5,4,Positive
Kraft Roll,4984,,Excellent,4832 Elmside Center,36.137283,-103.123139,REGULAR,6329cb86-fdd5-47a4-aef1-e9b1bab02760,25-10-2021 02:09,COMPLETED,,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,6.05,,140,228,MONTH,60906229fc13ae0a6b000143,"Berge, Fritsch and Hermiston",Kitt Kangaroo,kitt@berge.com,Michael Scott,21,Pfannerstillville,UT,88894,West,8,12-11-2021 11:16,5,5,Positive
Printer,1582.8,,Excellent,926 Corben Lane,39.377041,-75.023374,REGULAR,6575670c-f0aa-4429-8e7b-fb850fd0a782,23-06-2021 15:41,COMPLETED,,20270,"Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",13.19,,,120,81,MONTH,60906229fc13ae0a6b000342,"Beahan, Goodwin and Walker",Mac Dog,mac@beahan.com,Oscar Martinez,13,New Clairefurt,MN,8333,Midwest,5,05-07-2021 06:49,5,2,Positive
